,uid,MCD_recon,MCD_gt
394,7117_86732_000004_000002,8.811503,9.290757
395,7828_105171_000061_000002,10.68937,12.80394
396,4595_45217_000051_000000,11.909233,11.633603
397,4856_20410_000036_000002,11.788744,11.99632
398,1349_135892_000011_000000,9.570456,10.085669
399,64_76973_000086_000001,11.169035,11.022358
400,3551_7884_000013_000000,8.91987,10.645872
401,2785_163322_000056_000001,11.36147,11.844897
402,2045_158081_000033_000000,10.154389,10.578596
403,176_122025_000075_000000,8.55728,8.924682
404,176_123270_000010_000005,9.971601,10.050522
405,3703_71550_000009_000003,13.473754,13.103743
406,6643_67851_000001_000000,12.443352,13.318805
407,4108_2772_000057_000007,11.285699,13.691776
408,6492_68353_000004_000001,11.825306,13.504517
409,6553_86683_000005_000000,8.529219,9.640974
410,7245_104890_000098_000000,13.364117,12.173208
411,5655_46268_000086_000000,10.918848,11.081734
412,4438_48513_000002_000004,10.647534,12.26338
413,3638_758_000062_000008,10.987811,13.060728
414,3119_163527_000061_000000,9.26605,9.953714
415,5400_3587_000016_000000,12.329061,13.796291
416,899_126233_000017_000001,11.206423,13.752552
417,5660_101883_000006_000000,11.159345,11.166046
418,4592_22179_000009_000000,10.508305,10.839265
419,4856_20410_000005_000000,12.128876,12.452975
420,5604_26982_000005_000000,12.1540785,13.345168
421,2004_147173_000029_000003,9.934958,11.361497
422,1638_84448_000046_000001,9.702008,11.292083
423,4243_187023_000002_000000,10.771826,11.838658
424,3615_14674_000026_000000,10.57666,10.666948
425,5984_56840_000019_000001,9.629795,10.220208
426,3615_14674_000014_000002,11.614876,11.299235
427,3289_171108_000008_000000,21.86401,23.305252
428,3370_724_000033_000000,8.796897,8.94531
429,7481_101276_000163_000000,10.115282,10.316731
430,3615_14672_000028_000000,10.269457,10.725345
431,369_125883_000031_000000,10.676407,11.633931
432,1678_142279_000058_000001,10.810433,11.621422
433,1061_152224_000020_000014,16.298697,16.692944
434,1638_84448_000006_000002,13.07089,14.299631
435,475_124999_000006_000001,9.122621,9.169653
436,6395_86708_000043_000000,13.26969,14.967131
437,1513_140222_000171_000000,14.856303,16.921795
438,7982_110054_000012_000000,8.741705,9.156716
439,6269_66184_000016_000003,12.152787,12.129353
440,1382_130548_000047_000000,10.225161,10.221776
441,8266_279363_000053_000000,9.982239,11.125162
442,3549_173591_000012_000004,8.888573,9.395969
443,5401_39508_000023_000001,10.458924,11.128928
444,5054_1187_000100_000001,11.69744,11.574703
445,1025_92820_000004_000007,9.858401,11.025599
446,207_131203_000011_000000,9.040364,10.15678
447,242_126842_000083_000000,11.201798,11.119469
448,79_121541_000109_000000,13.18288,14.805463
449,1769_143485_000017_000006,16.864222,17.741268
450,781_126737_000107_000001,12.542942,13.307311
451,4148_183988_000075_000001,9.120013,10.576555
452,5984_63095_000050_000002,9.245647,9.792334
453,549_126410_000010_000000,9.060454,9.369526
454,6701_71402_000053_000002,15.195947,18.56536
455,7314_93277_000022_000003,11.389545,11.780257
456,5655_46268_000010_000001,12.191189,12.825964
457,337_126286_000012_000001,10.4944515,12.21737
